URL,Title,Neighborhood,Price,Built Area,Land Area,Bedrooms,Bathrooms,Garage,Stratum,Year Built,Administration Fee,Property Type,Business Type,Status,Extraction Date,Error,Property_Category,Description,Features,Features_Count,Is_Project
https://www.properati.com.co/detalle/14032-32-eba7-f09a3e117af5-19a94f4-b052-7e53,Lote en venta en La Ceja,"La Ceja, Antioquia",$ 750.000.000,N/A,2.500 m²,N/A,N/A,N/A,5,2025,$ 300.000,Lote,Venta,N/A,2025-12-10 11:49,,Lote/Terreno,"🌿 ¡Tu próximo espacio ideal te está esperando! Descubre un proyecto diseñado para brindarte bienestar, comodidad y experiencias únicas sin salir de casa. Características del Lote Área total: 2,500 m² Administración: $300,000 ✨ Amenidades que elevan tu estilo de vida Este proyecto cuenta con espacios pensados para que disfrutes en familia, te conectes con la naturaleza y encuentres actividades para cada día: ⚽ Cancha sintética de fútbol 5 🎾 Cancha de tenis Senderos para caminar Cancha multifuncional 🌊 Lagos artificiales Club House 👶 Juegos infantiles 💪 Gimnasio al aire libre 🌟 Un lugar donde cada rincón ha sido diseñado para tu bienestar y esparcimiento. ¿Listo para conocer tu futuro hogar?","Seguridad privada, Colegios, Parques, Centros comerciales",4,
https://www.properati.com.co/proyecto/14032-32-8a50-9790e12bb11a-c6cac493-a732-433f,Hacienda Los Lagos Apartamentos,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",$ 466.475.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Proyecto,Arriendo,N/A,2025-12-10 11:49,,,"Hacienda los Lagos es un proyecto en construcción, en el cual encontrarás apartamentos con excelentes acabados, una buena distribución, amplio plazo …Ver más","Parqueadero, Cocina integral, Gimnasio, Área infantil, Sauna, Balcón, Seguridad privada, Piscina, Ascensor, Asador",10,Sí
https://www.properati.com.co/detalle/14032-32-1671-3d3dadcd4b59-19a5c5a-8024-71e2,Casa en venta en La Ceja,"La Ceja, Antioquia",$ 3.200.000.000,374 m²,8.124 m²,4,5,1,5,2019,$ 1.000.000,Casa,Venta,N/A,2025-12-10 11:49,,Construcción,"✨ Casa Campestre en Parcelación – La Ceja, Antioquia ✨🌿 Área del lote: 8.124 m² Área construida: 374 m² Distribución de la casa: 4 habitaciones con baño (3 con vestier). Baño social. Estar de computadora. Cocina abierta con alacena. Sala – comedor. Cuarto de ropas. Terraza amplia. Cuarto útil. Parqueadero cubierto para 3 vehículos y 5 descubiertos. 🌳 Entorno natural: Árboles nativos y frutales. 2 quebradas de nacimiento. Reserva natural. 💧 Adicionales: Tanque de aguas lluvias (10.000 lt). Pozo séptico. 📑 Gastos: Predial: $12’000.000 anual. Administración: $1’000.000 mensual.","Parqueadero, Cocina amoblada, Cuarto de servicio, Agua, Balcón, Vista panorámica, Chimenea, Bodega, Seguridad privada, Jardín, Colegios, Parques, Centros comerciales",13,
https://www.properati.com.co/detalle/14032-32-408-11aa794bfcc6-19abe31-af30-7ce1,Casa en venta en El Carmen de Viboral,"El Carmen de Viboral, Antioquia",$ 2.000.000.000,320 m²,2.600 m²,3,3,1,4,2021,N/A,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"✨ Casa en Parcelación – Sector El Canadá ✨ Un espacio exclusivo donde la tranquilidad, la naturaleza y el confort se unen. Características de la propiedad: • Lote de 2.600 m² rodeado de naturaleza • Casa de 320 m² construidos • 3 habitaciones amplias y luminosas • 3 baños • Diseño pensado para disfrutar privacidad y vistas verdes Privacidad y seguridad: • Parcelación exclusiva con solo 18 lotes • Ingreso por portón principal • Cada propietario cuenta con control de acceso independiente 💰 Disponibilidad: • Venta: $2.000.000.000 millones • Renta: $7.800.000 🌿 Beneficios de vivir aquí: • Tranquilidad total lejos del ruido • Ambiente natural ideal para familias o quienes buscan espacio • Comunidad pequeña y segura • Amplias zonas para jardín, huerta o proyectos al aire libre • Perfecta para quienes desean vivir cerca de la ciudad, pero con un estilo de vida campestre","Parqueadero, Balcón, Vista panorámica, Agua, Internet, Cocina integral, Alarma, Bodega, Colegios, Parques, Centros comerciales",11,
https://www.properati.com.co/detalle/14032-32-e956-e939ebb6aff9-19a5c59-85f9-707a,Casa en venta en Antioquia,Antioquia,$ 3.300.000.000,368 m²,1.817 m²,4,4,1,5,2020,$ 688.000,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"Hermosa casa moderna en estructura metálica – Vista 360° Parcelación con portería 24 horas ✨ Más del 60% construida y habitada Características principales: Área del lote: 1.817 m² Área construida: 368 m² Valor: 💰 $3.300.000.000 Distribución: 3 habitaciones, cada una con vestier y baño Habitación principal con espacio adicional (oficina u oratorio) Habitación de huéspedes con baño Sala de televisión Amplia zona social con sala, comedor y chimenea Cocina con isla en piedra sintetizada Oficina con acceso independiente Zona de ropas y cuarto útil Espacios exteriores: Amplia terraza con vista panorámica Fogatero rodeado de palmeras 🌴 Turco Frutales Parqueadero cubierto para 2 carros y al aire libre para 6 Gastos y administración: Administración: $688.000 (incluye poda cada 33 días) Predial anual (con descuento): $3.285.120 ✨ Su diseño moderno flotante la hace libre de humedades. 📸 Disfruta una vista 360° y un estilo de vida exclusivo en medio de la naturaleza.","Parqueadero, Balcón, Vista panorámica, Chimenea, Agua, Internet, Cocina integral, Cuarto de servicio, Estudio, Bodega, Seguridad privada, Jardín",12,
https://www.properati.com.co/detalle/14032-32-e965-d4b0ef8dd9a3-19a6bc2-830e-764b,Casa en venta en Cuatro Esquinas,"Cuatro Esquinas, La Ceja, Antioquia",$ 3.990.000.000,300 m²,3.835 m²,3,3,1,3,2018,N/A,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"Espectacular finca tipo Resort en condominio ubicado en El Peñol a 2 minutos de la Réplica del viejo Peñol con acceso directo a la represa Ubicado en unidad de 10 propiedades con portón principal electrónico y cámaras de seguridad La propiedad cuenta con diferentes ambientes entre ellos Terrazas y miradores con vista a la represa y la piedra, la casa cuenta con 3 habitaciones, 1-1/2 baños y todo el último piso de la casa tiene una terraza cubierta con una cocina, sala y comedor. En total hay 4 estructuras en la propiedad con un total de 4 cocinas, 3 dormitorios y 2-1/2 baños. Incluye un gran muelle flotante para botes (10 por 10 metros cuadrados) con un garaje cubierto para un bote de 26 pies. El muelle también tiene una escalera de baño, enchufes eléctricos e iluminación LED, una playa de arena, áreas de picnic, un área de hamacas bajo un gran árbol de sombra, árboles frutales, huerta, muchas plantas y jardines de flores Área del Lote: 3.835 m² Área Construida: 300 m² 💰3.990.000.000 COP","Parqueadero, Cocina integral, Vista panorámica, Agua, Balcón, Jacuzzi, Alarma, Bodega, Avenidas principales",9,
https://www.properati.com.co/detalle/14032-32-51e6-ddbc02fe5e26-19a5493-98da-7023,Casa en venta en Rionegro,"Rionegro, Antioquia",$ 2.500.000.000,210 m²,4.200 m²,3,2,1,3,2014,N/A,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"¡VIVE O INVIERTE EN LLANOGRANDE! 🌿 Finca en venta frente al Hospital San Vicente Fundación – Vereda La Convención, a solo 2 minutos de la vía principal 🚗 Área lote: 4.200 m² Área construida: 210 m² ✨ Distribución interior: 3 habitaciones 2 baños completos 1 🚻 baño social 🛋 Sala independiente Comedor independiente 👩‍ Cocina integral 👨‍🌾 Casa auxiliar para mayordomo 🚪 Entrada independiente al lote – ideal para desarrollar proyecto tipo glamping o casas adicionales 🌲 Ubicación privilegiada en una de las zonas con mayor valorización del oriente antioqueño. 💰 Precio venta: $2.500.000.000 📲 Contáctanos para más información o agenda tu visita hoy mismo.Ver teléfonoWhatsapp","Parqueadero, Jacuzzi, Cuarto de servicio, Agua, Cocina integral, Vista panorámica, Chimenea, Bodega, Jardín, Colegios, Parques, Centros comerciales",12,
https://www.properati.com.co/detalle/14032-32-5b1-8502a3559573-19a762d-9620-7e94,Lote en venta en Cuatro Esquinas,"Cuatro Esquinas, La Ceja, Antioquia",$ 590.000.000,N/A,1.959 m²,N/A,N/A,N/A,3,2020,N/A,Lote,Venta,N/A,2025-12-10 11:50,,Lote/Terreno,"Entorno campestre, tranquilo y con alta valorización ¡Lotes disponibles en exclusivo condominio! Con portón eléctrico, rodeado de naturaleza y a pocos minutos de la ciudad. 🔹 Lote #5 Área: 1.959 m² 💰 Precio: $590 millones 🔹 Lote #7 Área: 1.921 m² 💰 Precio: $650 millones 🔹 Lote #8 Área: 1.812 m² 💰 Precio: $670 millones ✅ Condominio campestre con portón eléctrico 🌳 Invierte en calidad de vida, paz y valorización. 📞 Contáctanos para más información o agendar una visita.",N/A,0,
https://www.properati.com.co/detalle/14032-32-1294-ca1a2078a17b-19a806b-9154-7eb6,Lote en venta en El Carmen de Viboral,"El Carmen de Viboral, Antioquia",$ 600.000.000,N/A,1.780 m²,N/A,N/A,N/A,5,Plazo,N/A,Lote,Venta,N/A,2025-12-10 11:50,,Lote/Terreno,"✨ Lote en Unidad Cerrada – Oportunidad Única ✨🌿 rea del lote: 1.780 m²💰 Administración: $450.000 Precio: $600 millones Predial: $2.600.000Incluye:📑 Planos arquitectónicos y estructurales🌎 Estudio de suelosDisfruta de las zonas comunes:💆♂ Salón social con jacuzzi, turco y sauna GimnasioUn espacio ideal para construir la casa de tus sueños en un entorno exclusivo y natural. 🌳✨","Seguridad privada, Centros comerciales",2,
https://www.properati.com.co/detalle/14032-32-5541-6d291449312-19ab3db-a0fd-70c3,Casa en venta en Antioquia,Antioquia,$ 1.790.000.000,240 m²,1.480 m²,4,4,1,4,2021,$ 450.000,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"✨ Casa Campestre en Unidad Cerrada – El Retiro ✨🌿Vive rodeado de naturaleza, confort y una hermosa vista en esta propiedad. rea del lote: 1.480 m² rea construida: 240m2Distribución:3 habitaciones (principal con vestier)Alcoba del servicioZona de ropasJardín interior Amenidades exclusivas:Salón social con jacuzzi, turco y saunaGimnasioFogateroUnidad cerrada con seguridad💰 Administración: $450.000💵 Precio: $1.790.000.000","Parqueadero, Cocina integral, Cuarto de servicio, Bodega, Aire acondicionado, Vista panorámica, Alarma, Seguridad privada, Área infantil, Colegios, Parques, Centros comerciales",12,
https://www.properati.com.co/detalle/14032-32-dc26-8344ca45dcbe-19a6bc2-a0e1-7bb8,Casa en venta en San Vicente,"San Vicente, Antioquía",$ 2.250.000.000,300 m²,42.500 m²,4,3,1,3,2015,N/A,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"¡Oportunidad única en Guarne, Antioquia! Ideal para ecohotel, finca productiva o descanso familiar 🌿 A solo 1 hora de Medellín, en la vereda La Enea, se encuentra esta espectacular propiedad con paisajes únicos y nacimientos de agua que la convierten en un paraíso natural 💧🌄 🔹 Área total: 42.500 m² 🔹 Casa principal: 185 m² ✔ 4 alcobas ✔ 2 baños ✔ Sala y cocina con espacios amplios 🔹 Apartamento para casero: 38 m² ✔ Con cocina y baño 🔹 Bodega: 83 m² ✔ Con baño incluido 💰 Valor: $2.250.000.000 COP (2 mil doscientos cincuenta millones de pesos) Esta finca es perfecta para inversionistas visionarios o familias grandes que buscan vivir rodeados de naturaleza o desarrollar un proyecto turístico sostenible 📩 Contáctanos para más información o agendar visita","Parqueadero, Cocina integral, Cuarto de servicio, Gas natural, Agua, Balcón, Vista panorámica, Alarma, Chimenea, Bodega",10,
https://www.properati.com.co/detalle/14032-32-4b43-d610a857dd05-19abe38-9bc6-7d18,Casa en venta en Rionegro,"Rionegro, Antioquia",$ 950.000.000.000,130 m²,3.616 m²,2,1,1,3,2021,N/A,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"✨ Casa campestre en Rionegro – Gran potencial y valorización ✨🌿Disfruta la tranquilidad de la naturaleza sin renunciar a la comodidad de estar cerca de todo.Ubicada en la Vereda Las Cuchillas de San José, esta propiedad ofrece amplitud, ubicación estratégica y un entorno campestre ideal para vivir o invertir. rea lote: 3.616 m² rea construida: 130 m² Habitaciones: 2 Baños: 1🚗 Parqueaderos: 2 cubiertos + espacio para 3 más✅ Escritura al 100%✅ Amplia zona social: sala, comedor y cocina✅ Patio de ropas✅ Red de gas, acueducto veredal, energía e internet por fibra óptica✅ Vías de acceso pavimentadas y transporte público cercano Ubicación privilegiada:10 min del centro de Rionegro18 min del Aeropuerto JMC5 min de la autopista Medellín–Bogotá40 min de Medellín💰 Valor: $950.000.000Una oportunidad única en una zona de alta valorización. ¡Haz de esta casa campestre tu próximo hogar o inversión! 🌳✨","Parqueadero, Agua, Vista panorámica, Bodega",4,
https://www.properati.com.co/detalle/14032-32-fdaf-23f0314e8ad9-19a6bc2-984f-7572,Casa en venta en Cuatro Esquinas,"Cuatro Esquinas, La Ceja, Antioquia",$ 750.000.000,148 m²,90 m²,4,2,1,3,2018,N/A,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"Casa en Venta – La Ceja ✨ ¡Tu nuevo hogar en un sector de alta valorización! Ubicación privilegiada, cerca al C.C. Viva La Ceja 🌿 En unidad abierta con zonas verdes ideales para caminar, salir con tus mascotas o disfrutar en familia. Área lote: 98 m² Área construida: 145 m² ⸻ 🔸 3 habitaciones: • Principal con baño privado y clóset • 2 habitaciones auxiliares con clóset y baño compartido 🔸 Espacio para oficina o biblioteca 🔸 Sala – comedor 🔸 Cocina abierta 🔸 Sala de televisión 🔸 Patio y zona de lavandería 🔸 Parqueadero 💎 Acabados modernos y elegantes 🛋 ¡Se vende con mobiliario incluido! 💰 Precio: $750.000.000","Parqueadero, Cocina amoblada, Vista panorámica, Bodega, Balcón, Cocina integral, Gas natural, Jardín, Colegios, Parques, Centros comerciales",11,
https://www.properati.com.co/detalle/14032-32-2de9-bca82c706e1-19a762d-b872-725e,Casa en venta en Cuatro Esquinas,"Cuatro Esquinas, La Ceja, Antioquia",$ 1.300.000.000.000,260 m²,2.200 m²,5,3,1,3,2015,N/A,Casa,Venta,N/A,2025-12-10 11:50,,Construcción,"¡VENDO HERMOSA FINCA EN EL CARMEN DE VIBORAL! 🌳 Ubicada en la tranquila y hermosa vereda Cristo Rey, esta finca es el lugar ideal para vivir o invertir. ✨ Características destacadas: 🔹 Terreno totalmente plano de 2.200 m² 🔹 Casa reformada de 260 m² con espacios amplios 🔹 5 habitaciones 🔹 Sala y comedor independientes 🔹 Cocina integral moderna 🔹 3 baños 🔹 Patio de ropas 🔹 Deck posterior ideal para disfrutar la naturaleza 🔹 Construcción adicional tipo chalet de dos pisos 🔹 Árboles frutales 🌳 🔹 ¡Carretera completamente asfaltada hasta la entrada! 🚗 💰 Valor: $1.300.000.000 Ubicación: El Carmen de Viboral – Vereda Cristo Rey 📞 Contáctame para más información o agendar tu visita","Parqueadero, Balcón, Vista panorámica, Agua, Internet, Cocina integral, Cuarto de servicio, Bodega, Colegios, Parques, Centros comerciales",11,
https://www.properati.com.co/detalle/14032-32-9688-2e3435bac205-19a8aab-8e8e-793e,Casa en venta en Retiro,"Retiro, Antioquia",$ 980.000.000,124 m²,133 m²,4,4,1,5,2000,$ 763.000,Casa,Venta,N/A,2025-12-10 11:51,,Construcción,"✨ Vive en El Retiro, rodeado de naturaleza y confort 🌿✨ Si buscas un hogar tranquilo, seguro y con amplios espacios para disfrutar en familia… ¡esta casa es para ti! 💫 Casa en unidad cerrada – El Retiro 4 habitaciones (incluye una completa en el primer piso) 4 baños 🔥 Sala – comedor con acogedora chimenea Cocina amplia e iluminada 🌳 Zona social con verde privado 🚗 Incluye 2 parqueaderos Espacios pensados para tu comodidad y un entorno natural único. 💲 Valor venta: $ 980.000.000 💲 Administración: $763.000 (vigilancia 24h + jardinería zonas comunes) 💲 Predial anual: $2.320.000 anuales 🌟 Disfruta de la seguridad de una unidad cerrada, rodeada de paz, aire puro y naturaleza… Un lugar perfecto para vivir como siempre lo soñaste. 🌳✨","Parqueadero, Cocina integral, Cuarto de servicio, Chimenea, Balcón, Vista panorámica, Gas natural, Agua, Seguridad privada, Jardín, Colegios, Parques, Centros comerciales",13,
